TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,JewelryStoneCategoryCodeSimpleType,ndex:JewelryStoneCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cyfs,RepresentationAppointmentCategoryCodeSimpleType,cyfs:RepresentationAppointmentCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,FILECodeSimpleType,ncic:FILECodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,FingerPatternCodeSimpleType,biom:FingerPatternCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,OffenseSummaryCategoryCodeSimpleType,ndex:OffenseSummaryCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,PersonMedicalConditionStatusCategoryCodeSimpleType,scr:PersonMedicalConditionStatusCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,ScanQualityCodeSimpleType,cbrncl:ScanQualityCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,OfficeEquipmentCategoryCodeSimpleType,ndex:OfficeEquipmentCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,JurisdictionAuthorityCodeSimpleType,aamva_d20:JurisdictionAuthorityCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,mo,OPEXCodeSimpleType,mo:OPEXCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,dol,OccupationCodeSimpleType,dol:OccupationCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,OpticalEquipmentCategoryCodeSimpleType,ndex:OpticalEquipmentCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,core_misc,OffenseLevelCodeSimpleType,core_misc:OffenseLevelCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,mmucc,OccupantEjectionCodeSimpleType,mmucc:OccupantEjectionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,NotificationFunctionCategoryCodeSimpleType,em:NotificationFunctionCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,SegmentLocationCodeSimpleType,biom:SegmentLocationCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,MaritalStatusCodeSimpleType,ndex:MaritalStatusCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,PersonMedicalConditionCodeSimpleType,scr:PersonMedicalConditionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ucr,OffenseCodeSimpleType,ucr:OffenseCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,PrenatalAgeUnitCodeSimpleType,ndex:PrenatalAgeUnitCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cyfs,PriorInterventionCodeSimpleType,cyfs:PriorInterventionCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,MessageCategoryCodeSimpleType,em:MessageCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,ItemValueCategoryCodeSimpleType,ndex:ItemValueCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,OffenseNDExCodeSimpleType,ndex:OffenseNDExCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,FingerprintPatternSubClassCodeSimpleType,biom:FingerprintPatternSubClassCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,OccupationCategoryCodeSimpleType,scr:OccupationCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,OffenseCategoryNDExCodeSimpleType,ndex:OffenseCategoryNDExCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,OffenseMOCrimeAndMotiveCodeSimpleType,ndex:OffenseMOCrimeAndMotiveCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,FingerprintCaptureTechniqueCategoryCodeSimpleType,biom:FingerprintCaptureTechniqueCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,FingerprintCaptureTechniqueCategoryCodeSimpleType,scr:FingerprintCaptureTechniqueCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,core_misc,PersonNameCategoryCodeSimpleType,core_misc:PersonNameCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,ScanningResolutionCategoryCodeSimpleType,biom:ScanningResolutionCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,j,PersonNameCategoryCodeSimpleType,j:PersonNameCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,j,IdentificationCategoryCodeSimpleType,j:IdentificationCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,scr,PersonNameDesignationCategoryCodeSimpleType,scr:PersonNameDesignationCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,RadInstrumentModeCodeSimpleType,cbrncl:RadInstrumentModeCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,RadAlarmCategoryCodeSimpleType,cbrncl:RadAlarmCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,InquiryCategoryCodeSimpleType,em:InquiryCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,ImageOrientationCodeSimpleType,cbrncl:ImageOrientationCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,em,InquiryReturnCategoryCodeSimpleType,em:InquiryReturnCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ncic,RACCodeSimpleType,ncic:RACCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,InjuryLocationCodeSimpleType,ndex:InjuryLocationCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,core_misc,ImagePoseCodeSimpleType,core_misc:ImagePoseCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,ImagePerspectiveCodeSimpleType,cbrncl:ImagePerspectiveCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,biom,ImageOcclusionCategoryCodeSimpleType,biom:ImageOcclusionCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,aamva_d20,InsuranceCoverageCategoryCodeSimpleType,aamva_d20:InsuranceCoverageCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,RadInstrumentClassCodeSimpleType,cbrncl:RadInstrumentClassCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,ndex,IntangibleItemCategoryCodeSimpleType,ndex:IntangibleItemCategoryCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,cbrncl,RadDetectorKindCodeSimpleType,cbrncl:RadDetectorKindCodeSimpleType,,,
xs,token,xs:token,S,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",A data type for tokenized strings.,mmucc,IntersectionCategoryCodeSimpleType,mmucc:IntersectionCategoryCodeSimpleType,,,
